x,y,z,theta,dist_l,conf_l,dist_r,conf_r
2780.77612305, 4399.27880859, 48.6724777222, -1.34535384178, 1.9, -1, 1.9, -1
2780.77612305, 4399.27880859, 48.6724777222, -1.34535384178, 1.9, -1, 1.9, -1
2780.77612305, 4399.27880859, 48.6724777222, -1.34535384178, 1.9, -1, 1.9, -1
2780.77612305, 4399.27880859, 48.6724777222, -1.34535384178, 1.9, -1, 1.9, -1
2780.77612305, 4399.27880859, 48.6724777222, -1.34535384178, 1.9, -1, 1.9, -1
2780.77612305, 4399.27880859, 48.6724777222, -1.34535384178, 1.9, -1, 1.9, -1
2780.77612305, 4399.27880859, 48.6724777222, -1.34535384178, 1.9, -1, 1.9, -1
2780.77612305, 4399.27880859, 48.6724777222, -1.34535384178, 1.9, -1, 1.9, -1
2780.77612305, 4399.27880859, 48.6724777222, -1.34535384178, 1.9, -1, 1.9, -1
2780.77612305, 4399.27880859, 48.6724777222, -1.34535384178, 1.9, -1, 1.9, -1
2780.77612305, 4399.27880859, 48.6724777222, -1.34535384178, 1.9, -1, 1.9, -1
2780.77612305, 4399.27880859, 48.6724777222, -1.34535384178, 1.9, -1, 1.9, -1
2780.77612305, 4399.27880859, 48.6724777222, -1.34535384178, 1.9, -1, 1.9, -1
2780.77612305, 4399.27880859, 48.6724777222, -1.34535384178, 1.9, -1, 1.9, -1
2780.77612305, 4399.27880859, 48.6724777222, -1.34535384178, 1.9, -1, 1.9, -1
2780.77612305, 4399.27880859, 48.6724777222, -1.34535384178, 1.9, -1, 1.9, -1
2780.77612305, 4399.27880859, 48.6724777222, -1.34535384178, 1.9, -1, 1.9, -1
2780.77636719, 4399.27783203, 48.6724281311, -1.3453309536, 1.9, -1, 1.9, -1
2780.77832031, 4399.27001953, 48.6725692749, -1.34530806541, 1.9, -1, 1.9, -1
2780.78369141, 4399.24853516, 48.6731567383, -1.34531378746, 1.9, -1, 1.9, -1
2780.79321289, 4399.20800781, 48.6741065979, -1.34538197517, 1.9, -1, 1.9, -1
2780.80761719, 4399.14697266, 48.6753158569, -1.34551596642, 1.9, -1, 1.9, -1
2780.82739258, 4399.06396484, 48.6767349243, -1.34562754631, 1.9, -1, 1.9, -1
2780.8527832, 4398.95703125, 48.6783981323, -1.34569048882, 1.9, -1, 1.9, -1
2780.88427734, 4398.82519531, 48.6803665161, -1.34569096565, 1.9, -1, 1.9, -1
2780.92211914, 4398.66650391, 48.6827011108, -1.34564900398, 1.9, -1, 1.9, -1
2780.96679688, 4398.47998047, 48.6854286194, -1.34558224678, 1.9, -1, 1.9, -1
2781.01855469, 4398.26367188, 48.6885986328, -1.34550881386, 1.9, -1, 1.9, -1
2781.07763672, 4398.01660156, 48.6923217773, -1.34544587135, 1.9, -1, 1.9, -1
2781.14453125, 4397.73681641, 48.6965751648, -1.34540343285, 1.9, -1, 1.9, -1
2781.21972656, 4397.421875, 48.7013435364, -1.34538340569, 1.9, -1, 1.9, -1
2781.30322266, 4397.07128906, 48.7063980103, -1.34542679787, 1.9, -1, 1.9, -1
2781.39575195, 4396.68212891, 48.7118225098, -1.34544825554, 1.9, -1, 1.9, -1
2781.49780273, 4396.25244141, 48.7177848816, -1.34546208382, 1.9, -1, 1.9, -1
2781.61035156, 4395.77880859, 48.7243003845, -1.34545969963, 1.9, -1, 1.9, -1
2781.7331543, 4395.26123047, 48.730846405, -1.34517884254, 1.9, -1, 1.9, -1
2781.86083984, 4394.71923828, 48.7384643555, -1.34478259087, 1.9, -1, 1.9, -1
2781.984375, 4394.18994141, 48.7464294434, -1.34417080879, 1.9, -1, 1.9, -1
2782.10473633, 4393.67382812, 48.7547454834, -1.34363532066, 1.9, -1, 1.9, -1
2782.22241211, 4393.17089844, 48.7627868652, -1.34254622459, 1.9, -1, 1.9, -1
2782.3371582, 4392.68115234, 48.7714118958, -1.34177517891, 1.9, -1, 1.9, -1
2782.44824219, 4392.20556641, 48.7800483704, -1.34144282341, 1.9, -1, 1.9, -1
2782.55664062, 4391.74267578, 48.7882804871, -1.34134364128, 1.9, -1, 1.9, -1
2782.66210938, 4391.29296875, 48.7962112427, -1.34135127068, 1.9, -1, 1.9, -1
2782.7644043, 4390.85742188, 48.8038215637, -1.3414041996, 1.9, -1, 1.9, -1
2782.86352539, 4390.43408203, 48.811164856, -1.34148049355, 1.9, -1, 1.9, -1
2782.96533203, 4389.99902344, 48.8189163208, -1.3415620327, 1.9, -1, 1.9, -1
2783.07543945, 4389.53027344, 48.827129364, -1.34187436104, 1.9, -1, 1.9, -1
2783.19482422, 4389.02246094, 48.834854126, -1.34194731712, 1.9, -1, 1.9, -1
2783.31518555, 4388.50830078, 48.842666626, -1.34187102318, 1.9, -1, 1.9, -1
2783.43261719, 4388.00732422, 48.8508415222, -1.341807127, 1.9, -1, 1.9, -1
2783.54638672, 4387.51953125, 48.8590621948, -1.34177136421, 1.9, -1, 1.9, -1
2783.65722656, 4387.04443359, 48.8671798706, -1.34175419807, 1.9, -1, 1.9, -1
2783.7644043, 4386.58251953, 48.875038147, -1.3417494297, 1.9, -1, 1.9, -1
2783.86889648, 4386.13427734, 48.8825302124, -1.34175181389, 1.9, -1, 1.9, -1
2783.97045898, 4385.69970703, 48.8898544312, -1.34175372124, 1.9, -1, 1.9, -1
2784.06860352, 4385.27880859, 48.8969230652, -1.34175610542, 1.9, -1, 1.9, -1
2784.16381836, 4384.87011719, 48.9036216736, -1.34176325798, 1.9, -1, 1.9, -1
2784.25610352, 4384.47460938, 48.9100112915, -1.34177613258, 1.9, -1, 1.9, -1
2784.34521484, 4384.09228516, 48.9162101746, -1.34178376198, 1.9, -1, 1.9, -1
2784.43139648, 4383.72314453, 48.9222145081, -1.3417904377, 1.9, -1, 1.9, -1
