x,y,z,theta,dist_l,conf_l,dist_r,conf_r
2796.48681641, 4345.859375, 0.0, -1.22072753429, 2.80001645088, -1, 2.80001645088, -1
2796.58681641, 4345.58548228, 0.0, -1.22072753429, 2.80001645088, -1, 2.80001645088, -1
2796.68681641, 4345.31158956, 0.0, -1.22072753429, 2.80001645088, -1, 2.80001645088, -1
2796.78681641, 4345.03769684, 0.0, -1.22072753429, 2.80001645088, -1, 2.80001645088, -1
2796.88681641, 4344.76380412, 0.0, -1.22072753429, 2.80001645088, -1, 2.80001645088, -1
2796.98681641, 4344.4899114, 0.0, -1.22072753429, 2.80001645088, -1, 2.80001645088, -1
2797.08681641, 4344.21601868, 0.0, -1.22072753429, 2.80001645088, -1, 2.80001645088, -1
2797.18681641, 4343.94212596, 0.0, -1.22072753429, 2.80001645088, -1, 2.80001645088, -1
2797.28681641, 4343.66823324, 0.0, -1.22072753429, 2.80001645088, -1, 2.80001645088, -1
2797.38681641, 4343.39434053, 0.0, -1.22072753429, 2.80001645088, -1, 2.80001645088, -1
2797.48681641, 4343.12044781, 0.0, -1.22072753429, 2.80001645088, -1, 2.80001645088, -1
2797.58681641, 4342.84655509, 0.0, -1.22072753429, 2.80001645088, -1, 2.80001645088, -1
2797.68681641, 4342.57266237, 0.0, -1.22072753429, 2.80001645088, -1, 2.80001645088, -1
2797.78681641, 4342.29876965, 0.0, -1.22072753429, 2.80001645088, -1, 2.80001645088, -1
2797.88681641, 4342.02487693, 0.0, -1.22072753429, 2.80001645088, -1, 2.80001645088, -1
2797.98681641, 4341.75098421, 0.0, -1.22072753429, 2.80001645088, -1, 2.80001645088, -1
2798.08681641, 4341.47709149, 0.0, -1.22072753429, 2.80001645088, -1, 2.80001645088, -1
2798.18681641, 4341.20319877, 0.0, -1.22072753429, 2.80001645088, -1, 2.80001645088, -1
2798.28681641, 4340.92930605, 0.0, -1.22072753429, 2.80001645088, -1, 2.80001645088, -1
2798.38681641, 4340.65541333, 0.0, -1.22072753429, 2.80001645088, -1, 2.80001645088, -1
2798.48681641, 4340.38152061, 0.0, -1.22072753429, 2.80001645088, -1, 2.80001645088, -1
2798.58681641, 4340.10762789, 0.0, -1.22072753429, 2.80001645088, -1, 2.80001645088, -1
2798.68681641, 4339.83373517, 0.0, -1.22072753429, 2.80001645088, -1, 2.80001645088, -1
2798.78681641, 4339.55984245, 0.0, -1.22072753429, 2.80001645088, -1, 2.80001645088, -1
2798.88681641, 4339.28594973, 0.0, -1.22072753429, 2.80001645088, -1, 2.80001645088, -1
2798.98681641, 4339.01205701, 0.0, -1.22072753429, 2.80001645088, -1, 2.80001645088, -1
2799.08681641, 4338.7381643, 0.0, -1.22072753429, 2.80001645088, -1, 2.80001645088, -1
2799.18681641, 4338.46427158, 0.0, -1.22072753429, 2.80001645088, -1, 2.80001645088, -1
2799.28681641, 4338.19037886, 0.0, -1.22072753429, 2.80001645088, -1, 2.80001645088, -1
2799.38681641, 4337.91648614, 0.0, -1.22072753429, 2.80001645088, -1, 2.80001645088, -1
2799.48681641, 4337.64259342, 0.0, -1.22072753429, 2.80001645088, -1, 2.80001645088, -1
2799.58681641, 4337.3687007, 0.0, -1.22072753429, 2.80001645088, -1, 2.80001645088, -1
2799.68681641, 4337.09480798, 0.0, -1.22072753429, 2.80001645088, -1, 2.80001645088, -1
2799.78681641, 4336.82091526, 0.0, -1.22072753429, 2.80001645088, -1, 2.80001645088, -1
2799.88681641, 4336.54702254, 0.0, -1.22072753429, 2.80001645088, -1, 2.80001645088, -1
